City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Halifax,CA,44.6453,-63.5724,66.45,76,100,3.0,overcast clouds
345,Husavik,IS,66.0449,-17.3389,51.55,83,100,2.13,overcast clouds
346,Pilar,BR,-9.5972,-35.9567,73.33,92,46,4.76,scattered clouds
347,Burla,IN,21.5,83.8667,76.28,88,65,0.4,broken clouds
348,Bengkulu,ID,-3.8004,102.2655,76.68,84,100,2.8,light rain
349,Saskylakh,RU,71.9167,114.0833,43.79,67,100,16.75,overcast clouds
350,Ouegoa,NC,-20.35,164.4333,70.36,72,100,7.25,overcast clouds
351,Ayagoz,KZ,47.9714,80.4392,64.8,38,0,5.93,clear sky
352,Falakata,IN,26.5208,89.2055,76.6,96,100,4.76,heavy intensity rain
353,Anadyr,RU,64.75,177.4833,37.9,93,75,17.9,moderate rain
354,Carutapera,BR,-1.195,-46.02,78.94,82,60,9.46,broken clouds
355,La Ronge,CA,55.1001,-105.2842,75.45,33,100,12.66,smoke
356,Straseni,MD,47.1414,28.6103,50.43,89,28,1.41,scattered clouds
357,Nassjo,SE,57.6531,14.6968,38.32,95,6,3.51,clear sky
358,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,61.39,72,40,6.71,scattered clouds
359,Bontang,ID,0.1333,117.5,73.47,91,100,4.61,overcast clouds
360,Storm Lake,US,42.6411,-95.2097,80.44,64,0,6.91,clear sky
361,Clifton,US,40.8584,-74.1638,79.43,84,100,5.75,overcast clouds
362,Hirara,JP,24.8,125.2833,84.06,94,75,9.22,broken clouds
363,Kakori,IN,26.8833,80.8,80.55,94,40,0.0,mist
364,Sioux Lookout,CA,50.1001,-91.917,71.67,53,40,8.05,scattered clouds
365,Manavalakurichi,IN,8.1333,77.3,76.28,88,72,16.87,broken clouds
366,Isangel,VU,-19.55,169.2667,73.51,94,100,6.91,moderate rain
367,Codrington,AU,-38.2667,141.9667,50.25,75,100,11.45,overcast clouds
368,Guerrero Negro,MX,27.9769,-114.0611,80.02,75,12,16.17,few clouds
369,Maceio,BR,-9.6658,-35.7353,74.64,88,75,4.61,broken clouds
370,Bodden Town,KY,19.2833,-81.25,86.0,75,20,5.75,few clouds
371,Khrebtovaya,RU,56.7032,104.2494,41.58,95,98,5.23,overcast clouds
372,Puerto Madero,MX,14.7208,-92.4215,81.86,79,100,12.24,overcast clouds
373,Xingyi,CN,24.1877,102.817,58.71,85,86,2.98,overcast clouds
374,Nerang,AU,-27.9833,153.3333,68.59,79,83,8.57,broken clouds
375,Lancaster,US,40.2504,-76.2499,73.04,82,75,0.0,mist
376,Rock Hill,US,34.9249,-81.0251,78.62,72,20,3.44,few clouds
377,Wasilla,US,61.5814,-149.4394,64.29,63,100,5.01,overcast clouds
378,Khilok,RU,51.3674,110.4676,45.39,78,88,3.56,overcast clouds
379,Pontes E Lacerda,BR,-15.2261,-59.3353,81.32,33,55,4.25,broken clouds
380,Port-Gentil,GA,-0.7193,8.7815,76.96,83,40,8.05,scattered clouds
381,Saint-Pierre,RE,-21.3393,55.4781,69.48,78,0,12.66,clear sky
382,Raha,IN,26.2333,92.5167,75.52,97,100,3.74,overcast clouds
383,Khash,IR,28.2211,61.2158,69.96,13,0,2.1,clear sky
384,Tarancon,ES,40.0085,-3.0073,65.62,40,11,2.68,few clouds
385,Rawson,AR,-43.3002,-65.1023,68.63,23,87,11.3,overcast clouds
386,Kashi,CN,39.4547,75.9797,70.81,32,0,11.18,clear sky
387,Sinop,TR,41.7711,34.8709,57.15,96,100,3.44,light rain
388,Batagay,RU,67.6333,134.6333,49.03,45,81,4.61,broken clouds
389,Shirokiy,RU,49.758,129.523,50.95,96,100,0.98,overcast clouds
390,Belmonte,BR,-15.8631,-38.8828,71.1,80,59,8.14,broken clouds
391,Svetlogorsk,BY,52.6333,29.7333,47.17,73,100,5.19,overcast clouds
392,Dekalb,US,33.7504,-84.2333,75.87,81,98,3.31,overcast clouds
393,Kabale,UG,-1.2486,29.9899,57.67,87,17,2.39,few clouds
394,Vestmannaeyjar,IS,63.4427,-20.2734,53.37,78,100,6.31,overcast clouds
395,Lilongwe,MW,-13.9669,33.7873,66.04,44,0,2.24,clear sky
396,Rio Tercero,AR,-32.173,-64.1141,54.45,28,0,8.28,clear sky
397,Oregon City,US,45.3573,-122.6068,82.81,41,0,10.36,clear sky
398,Sherlovaya Gora,RU,50.5667,116.25,43.59,93,100,3.15,overcast clouds
399,Tabou,CI,4.423,-7.3528,75.11,91,90,8.12,light rain
400,Port Lincoln,AU,-34.7333,135.8667,57.31,67,6,13.85,clear sky
401,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,76.15,88,84,4.0,moderate rain
402,Sitges,ES,41.2351,1.8119,79.27,89,21,6.76,few clouds
403,Inhambane,MZ,-23.865,35.3833,67.53,86,0,8.48,clear sky
404,Kralendijk,BQ,12.15,-68.2667,85.98,79,0,14.97,clear sky
405,Bam,IR,29.106,58.357,80.65,11,0,6.49,clear sky
406,Elko,US,41.0002,-115.5012,97.05,10,2,5.01,clear sky
407,Saint-Joseph,RE,-21.3667,55.6167,68.38,74,51,13.76,broken clouds
408,Vagur,FO,61.4732,-6.8119,52.66,96,100,23.33,overcast clouds
409,Dole,FR,47.0833,5.5,70.11,68,0,8.05,clear sky
410,Mar Del Plata,AR,-38.0023,-57.5575,64.42,39,0,6.91,clear sky
411,Tessalit,ML,20.1986,1.0114,93.34,12,17,13.31,few clouds
412,Kortkeros,RU,61.8106,51.5806,42.8,91,100,3.87,overcast clouds
413,Cap Malheureux,MU,-19.9842,57.6142,68.47,73,13,5.99,few clouds
414,Bhatgaon,IN,21.15,81.7,75.11,84,6,3.51,clear sky
415,Kosa,RU,59.9445,54.9977,35.08,90,43,3.47,scattered clouds
416,Scarborough,GB,54.2797,-0.4044,65.34,84,94,1.01,overcast clouds
417,Bethanien,NA,-26.502,17.1583,49.1,40,0,3.09,clear sky
418,Cayenne,GF,4.9333,-52.3333,80.64,83,81,8.05,broken clouds
419,Pangkalanbuun,ID,-2.6833,111.6167,75.47,89,98,2.95,overcast clouds
420,Ahipara,NZ,-35.1667,173.1667,56.26,55,19,9.98,few clouds
421,La Rioja,ES,42.25,-2.5,58.78,43,4,6.6,clear sky
422,Puerto Del Rosario,ES,28.5004,-13.8627,73.15,83,40,18.41,scattered clouds
423,Soyo,AO,-6.1349,12.3689,73.4,86,92,8.23,overcast clouds
424,North Bend,US,43.4065,-124.2243,87.24,70,0,28.77,clear sky
425,Tautira,PF,-17.7333,-149.15,77.41,78,22,14.85,few clouds
426,Ostrovnoy,RU,68.0531,39.5131,45.43,91,100,20.98,light rain
427,Acapulco,MX,16.8634,-99.8901,79.54,85,99,11.16,overcast clouds
428,Brae,GB,60.3964,-1.353,58.21,90,98,19.3,overcast clouds
429,Vanimo,PG,-2.6741,141.3028,84.36,69,39,7.34,scattered clouds
430,Aleksandrov Gay,RU,50.147,48.5704,52.25,58,100,7.27,overcast clouds
431,Korla,CN,41.7597,86.1469,71.31,20,0,1.61,clear sky
432,Taoudenni,ML,22.6783,-3.9836,99.39,15,20,6.33,few clouds
433,Kipushi,CD,-11.7667,27.2333,63.34,28,0,4.92,clear sky
434,Terra Nova,BR,-12.3667,-40.6667,65.86,67,9,9.62,clear sky
435,Imbituba,BR,-28.24,-48.6703,61.39,84,100,9.69,overcast clouds
436,Jinka,ET,5.65,36.65,62.26,86,46,1.16,light rain
437,Russell,US,32.3502,-85.1999,87.08,66,20,3.44,few clouds
438,Maturin,VE,9.75,-63.1767,76.05,92,99,3.67,overcast clouds
439,Talisayan,PH,6.9872,121.9272,78.71,83,75,5.75,broken clouds
440,Khorixas,NA,-20.3667,14.9667,63.68,19,0,2.89,clear sky
441,Thompson,CA,55.7435,-97.8558,82.56,42,20,10.36,few clouds
442,Xining,CN,36.6167,101.7667,49.35,65,0,2.15,clear sky
443,Dwarka,IN,22.2394,68.9678,80.74,73,95,10.69,overcast clouds
444,Vanavara,RU,60.34,102.2797,38.68,96,25,6.78,scattered clouds
445,Jerantut,MY,3.936,102.3626,73.98,98,99,0.31,overcast clouds
446,Umm Lajj,SA,25.0213,37.2685,83.88,78,0,2.21,clear sky
447,Faya,SA,18.3851,42.4509,66.72,56,92,4.59,overcast clouds
448,Winona,US,43.9666,-91.7668,69.42,64,0,3.44,clear sky
449,Okhotsk,RU,59.3833,143.3,53.78,71,100,4.12,overcast clouds
450,Jablah,SY,35.3614,35.9256,77.29,78,0,8.05,clear sky
451,Ercis,TR,39.0287,43.3586,63.43,45,0,0.49,clear sky
452,Verkhoturye,RU,58.8627,60.8054,43.11,77,99,1.03,overcast clouds
453,Markova,UA,48.6758,24.4138,47.16,75,44,2.86,scattered clouds
454,Burnie,AU,-41.0667,145.9167,55.92,56,23,9.01,few clouds
455,Patti,IN,31.2808,74.8572,77.07,73,34,3.89,scattered clouds
456,Pinega,RU,64.7001,43.3936,40.17,95,96,5.57,overcast clouds
457,Hillsborough,US,37.5741,-122.3794,112.1,45,20,14.97,few clouds
458,Te Anau,NZ,-45.4167,167.7167,38.73,80,90,0.45,overcast clouds
459,Biaora,IN,23.8667,76.9167,74.39,88,98,4.29,overcast clouds
460,Bulgan,MN,48.8125,103.5347,52.32,64,8,3.6,clear sky
461,Brindisi,IT,40.5833,17.6667,71.78,76,1,9.17,clear sky
462,Umm Kaddadah,SD,13.6017,26.6876,83.55,53,13,10.29,few clouds
463,Huejuquilla El Alto,MX,22.6,-103.8667,73.76,60,97,4.76,overcast clouds
464,Iwaki,JP,37.05,140.8833,83.77,85,60,1.99,broken clouds
465,Coihaique,CL,-45.5752,-72.0662,46.35,81,100,4.61,shower rain
466,Corinto,GR,37.9407,22.9573,73.89,65,13,8.61,few clouds
467,Salgueiro,BR,-8.0742,-39.1192,73.92,54,9,22.01,clear sky
468,Amapa,BR,1.0,-52.0,77.2,76,68,6.17,broken clouds
469,Margate,GB,51.3813,1.3862,64.69,87,93,3.0,moderate rain
470,Pundaguitan,PH,6.3711,126.1689,82.22,67,99,2.66,overcast clouds
471,Amli,IN,20.2833,73.0167,76.78,92,87,1.77,overcast clouds
472,Nizhniy Tsasuchey,RU,50.5167,115.1333,51.57,90,100,14.47,overcast clouds
473,Charters Towers,AU,-20.1,146.2667,72.19,55,55,15.64,broken clouds
474,Montes Claros,BR,-16.735,-43.8617,71.38,49,0,9.22,clear sky
475,Hopkinton,US,41.4612,-71.7776,72.88,81,100,5.73,heavy intensity rain
476,Staryy Nadym,RU,65.6118,72.6842,40.23,88,100,8.41,overcast clouds
477,Coruripe,BR,-10.1256,-36.1756,72.05,82,31,10.07,scattered clouds
478,Mahanoro,MG,-19.9,48.8,63.66,93,28,3.69,light rain
479,Ormoz,SI,46.4114,16.1544,66.63,85,12,1.36,light rain
480,Bojnurd,IR,37.4747,57.329,64.35,42,0,2.3,clear sky
481,Richards Bay,ZA,-28.783,32.0377,66.58,68,72,10.02,broken clouds
482,Ust-Nera,RU,64.5667,143.2,51.6,41,94,4.94,overcast clouds
483,Tangwani,PK,28.2787,68.9972,82.96,66,0,6.69,clear sky
484,Batticaloa,LK,7.7102,81.6924,77.83,84,100,5.73,light rain
485,Ako,JP,34.75,134.4,86.36,72,100,7.0,light rain
486,Hasaki,JP,35.7333,140.8333,82.8,85,39,11.74,scattered clouds
487,Hwange,ZW,-18.3693,26.5019,73.54,17,48,6.04,scattered clouds
488,Presidente Olegario,BR,-18.4178,-46.4181,74.05,40,100,4.76,overcast clouds
489,Shubarshi,KZ,48.5872,57.1869,53.22,65,96,12.88,overcast clouds
490,Zabaykalsk,RU,49.6333,117.3167,42.67,94,100,4.34,overcast clouds
491,Sabha,LY,27.0377,14.4283,83.84,33,0,7.83,clear sky
492,Taperoa,BR,-7.2075,-36.8267,70.72,77,17,17.11,few clouds
493,Wajima,JP,37.4,136.9,84.88,69,75,8.05,broken clouds
494,Monte Patria,CL,-30.6919,-70.9467,68.38,40,0,0.92,clear sky
495,Kiama,AU,-34.6833,150.8667,60.58,72,70,7.0,light rain
496,Agadez,NE,19.75,10.25,90.84,16,65,13.53,broken clouds
497,Ialibu,PG,-6.2821,143.9935,68.0,59,47,3.76,scattered clouds
498,Corner Brook,CA,48.9667,-57.9484,55.56,94,100,5.26,overcast clouds
499,Caravelas,BR,-17.7125,-39.2481,70.52,76,98,12.01,overcast clouds
500,Adre,TD,13.4667,22.2,73.15,74,100,4.27,overcast clouds
501,Gigmoto,PH,13.7796,124.39,83.93,79,100,8.68,overcast clouds
502,Pechenga,RU,69.5259,31.1703,44.94,93,100,17.02,overcast clouds
503,Flinders,AU,-34.5833,150.8552,60.39,73,65,7.0,broken clouds
504,Springdale,US,36.1867,-94.1288,81.55,80,0,0.0,clear sky
505,Cockburn Town,TC,21.4612,-71.1419,83.62,76,19,14.92,few clouds
506,Tiznit,MA,29.5833,-9.5,71.02,57,69,2.1,broken clouds
507,Furano,JP,43.2818,142.4743,71.1,83,96,8.19,overcast clouds
508,Ormara,PK,25.2088,64.6357,80.65,77,65,8.48,broken clouds
509,Yuzhno-Kurilsk,RU,44.0306,145.8556,66.58,85,92,14.36,overcast clouds
510,Gravdal,NO,68.1214,13.5031,49.21,77,100,9.84,overcast clouds
511,Antofagasta,CL,-23.65,-70.4,56.48,78,21,5.79,few clouds
512,Qasigiannguit,GL,68.8193,-51.1922,36.68,97,100,6.98,light rain
513,Dalby,AU,-27.1833,151.2667,67.98,51,77,3.0,broken clouds
514,Omsukchan,RU,62.5333,155.8,46.94,45,7,1.59,clear sky
515,Olga,RU,43.7444,135.2892,66.43,99,100,3.91,overcast clouds
516,Madras,IN,13.0878,80.2785,84.18,89,75,6.91,mist
517,Marsabit,KE,2.3284,37.9899,63.48,60,23,14.45,few clouds
518,Silver City,US,32.7701,-108.2803,84.92,32,0,10.36,clear sky
519,Fuling,CN,29.7022,107.3919,75.11,71,82,1.45,broken clouds
520,Bow Island,CA,49.8668,-111.3684,81.61,26,19,9.22,few clouds
521,Sechura,PE,-5.5569,-80.8222,65.95,74,46,14.94,scattered clouds
522,Hongjiang,CN,27.11,109.9956,73.63,51,7,1.21,clear sky
523,Suzun,RU,53.7841,82.3116,53.67,36,85,5.57,overcast clouds
524,Pimentel,PE,-6.8367,-79.9342,64.69,77,0,18.41,clear sky
525,Ipora,BR,-16.4419,-51.1178,79.54,21,96,3.53,overcast clouds
526,Pitimbu,BR,-7.4706,-34.8086,72.19,86,26,12.01,scattered clouds
527,Araruna,BR,-6.5583,-35.7417,66.96,93,34,11.65,scattered clouds
528,Alofi,NU,-19.0595,-169.9187,82.29,65,40,9.22,scattered clouds
529,Winnemucca,US,40.973,-117.7357,97.27,10,3,7.29,clear sky
530,San Policarpo,PH,12.1791,125.5072,82.31,81,100,8.25,overcast clouds
531,Naryan-Mar,RU,67.6713,53.087,44.22,91,99,9.24,light rain
532,Portland,US,45.5234,-122.6762,82.94,41,2,8.99,clear sky
533,Camopi,GF,3.1655,-52.3158,77.52,76,90,6.11,overcast clouds
534,Kousseri,CM,12.0769,15.0306,78.76,94,20,2.3,mist
535,Paciran,ID,-6.8767,112.3761,79.16,79,69,4.74,broken clouds
536,Port Augusta,AU,-32.5,137.7667,61.74,37,0,4.5,clear sky
537,Jalu,LY,29.0331,21.5482,82.13,50,0,16.67,clear sky
538,Garowe,SO,8.4054,48.4845,72.54,68,3,25.93,clear sky
539,Moncton,CA,46.1159,-64.8019,58.32,88,75,4.61,broken clouds
540,Esmeraldas,BR,-19.7625,-44.3139,67.24,65,99,11.95,overcast clouds
541,Zyryanka,RU,65.75,150.85,54.14,37,47,15.5,scattered clouds
542,Algiers,DZ,36.7525,3.042,76.82,69,20,4.61,few clouds
543,Popondetta,PG,-8.7537,148.2534,88.61,52,5,2.8,clear sky
544,Tripoli,LY,32.8752,13.1875,82.45,68,1,11.3,clear sky
545,Cortez,US,37.3489,-108.5859,77.31,32,66,4.16,broken clouds
546,Songea,TZ,-10.6833,35.65,65.55,52,0,4.61,clear sky
547,Onguday,RU,50.75,86.15,52.81,82,39,2.86,scattered clouds
548,The Valley,AI,18.217,-63.0578,84.34,84,20,6.91,few clouds
549,Makakilo City,US,21.3469,-158.0858,85.57,57,2,15.39,clear sky
550,Abu Dhabi,AE,24.4667,54.3667,89.71,55,0,3.44,clear sky
551,Grand Gaube,MU,-20.0064,57.6608,70.2,73,16,5.99,few clouds
552,Visnes,NO,59.3556,5.2242,63.21,51,40,12.66,scattered clouds
553,Bonavista,CA,48.6499,-53.1147,60.04,92,24,12.01,few clouds
554,Hami,CN,42.8,93.45,74.35,17,0,6.11,clear sky
555,Puerto Escondido,MX,15.85,-97.0667,79.63,76,100,2.42,overcast clouds
556,Ust-Tsilma,RU,65.441,52.1498,43.3,94,100,6.89,overcast clouds
557,Jacksonville Beach,US,30.2947,-81.3931,86.27,81,95,4.0,overcast clouds
558,Gezing,AT,47.9178,13.1299,61.36,97,4,3.44,clear sky
559,Nome,US,64.5011,-165.4064,49.15,94,100,8.41,light rain
560,Dymer,UA,50.7865,30.3026,49.84,74,9,6.33,clear sky
561,Volksrust,ZA,-27.3654,29.8818,51.58,22,91,1.74,overcast clouds
562,Qingyuan,CN,23.7,113.0333,82.38,70,100,4.36,overcast clouds
