City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
268,Komsomolskiy,UZ,2022-09-02 05:06:08,40.4272,71.7189,83.12,28,0,4.61
269,Vestmannaeyjar,IS,2022-09-02 05:06:08,63.4427,-20.2734,46.69,79,37,12.28
270,Lannion,FR,2022-09-02 05:02:21,48.75,-3.4167,63.14,96,80,3.29
271,Yellowknife,CA,2022-09-02 05:01:46,62.456,-114.3525,51.57,81,100,11.99
272,Katobu,ID,2022-09-02 05:06:08,-4.9408,122.5276,86.09,63,33,8.81
273,Etaples,FR,2022-09-02 05:06:09,50.5219,1.6332,62.47,59,94,4.61
274,Tura,IN,2022-09-02 05:06:09,25.5198,90.2201,77.45,92,87,4.81
275,Gombong,ID,2022-09-02 05:07:09,-7.6072,109.5142,87.31,63,28,7.56
276,Naze,JP,2022-09-02 05:04:07,28.3667,129.4833,80.53,83,61,21.61
277,Kargil,IN,2022-09-02 05:07:10,34.5667,76.1,62.37,32,9,3.67
278,Altamira,BR,2022-09-02 05:03:48,-3.2033,-52.2064,74.75,74,25,3.6
279,Svetlogorsk,BY,2022-09-02 05:07:10,52.6333,29.7333,45.99,70,7,5.37
280,Sitka,US,2022-09-02 05:07:10,57.0531,-135.33,57.09,82,100,6.91
281,Arraial Do Cabo,BR,2022-09-02 05:07:11,-22.9661,-42.0278,67.32,78,0,24.38
282,Diamantino,BR,2022-09-02 05:07:11,-14.4086,-56.4461,76.19,32,0,6.62
283,Santa Fe,AR,2022-09-02 05:07:11,-31.6333,-60.7,62.02,84,72,8.01
284,Nome,US,2022-09-02 05:07:12,64.5011,-165.4064,53.67,87,100,5.75
285,Changli,CN,2022-09-02 05:07:12,39.7042,119.1506,77.38,52,0,2.55
286,Kalmunai,LK,2022-09-02 05:07:12,7.4167,81.8167,84.25,67,77,2.37
287,Beruwala,LK,2022-09-02 05:07:13,6.4788,79.9828,80.13,79,40,8.97
288,Tolaga Bay,NZ,2022-09-02 05:07:13,-38.3667,178.3,58.66,66,12,3.24
289,Gizo,SB,2022-09-02 05:07:13,-8.103,156.8419,82.13,75,67,7.47
290,Regina,CA,2022-09-02 05:04:01,50.4501,-104.6178,68.99,28,34,20.0
291,Nanning,CN,2022-09-02 05:07:14,22.8167,108.3167,90.16,53,64,4.16
292,Hualmay,PE,2022-09-02 05:07:14,-11.0964,-77.6139,59.36,83,24,8.63
